year,targetState,sourceState,taxReturnInflows,taxExemptionsInflows,adjustedGrossIncomeInflows
2011,10,5,32,63,1291000
2010,10,5,21,36,836000
2009,10,5,32,61,1583000
2008,10,5,26,54,1072000
2007,10,5,22,41,862000
2006,10,5,31,50,986000
2005,10,5,34,63,1115000
2004,10,5,28,59,1025000
2003,10,5,22,48,665000
2002,10,5,32,64,892000
2001,10,5,17,40,837000
2000,10,5,34,64,1221000
1999,10,5,33,65,942000
1998,10,5,37,70,1199000
1997,10,5,36,68,974000
1996,10,5,27,62,854000
1995,10,5,23,42,389000
1994,10,5,33,76,727000
1993,10,5,40,91,1195000
2011,10,6,362,647,16302000
2010,10,6,331,568,15607000
2009,10,6,355,624,17906000
2008,10,6,315,575,20218000
2007,10,6,345,662,21437000
2006,10,6,338,644,18231000
2005,10,6,386,775,20469000
2004,10,6,396,727,19400000
2003,10,6,394,737,17559000
2002,10,6,389,731,29146000
2001,10,6,358,734,20257000
2000,10,6,309,594,31554000
1999,10,6,357,713,17266000
1998,10,6,339,682,19501000
1997,10,6,309,686,12675000
1996,10,6,335,705,13636000
1995,10,6,386,791,12570000
1994,10,6,417,891,14107000
1993,10,6,397,859,13079000
2011,10,8,78,140,4129000
2010,10,8,73,125,3488000
2009,10,8,75,132,2033000
2008,10,8,81,156,3108000
2007,10,8,66,120,2295000
2006,10,8,85,152,4047000
2005,10,8,93,157,3586000
2004,10,8,103,191,4511000
2003,10,8,99,166,4810000
2002,10,8,110,216,5125000
2001,10,8,88,161,3722000
2000,10,8,92,164,3736000
1999,10,8,103,182,3678000
1998,10,8,86,180,2809000
1997,10,8,55,107,2052000
1996,10,8,66,124,2459000
1995,10,8,82,181,1731000
1994,10,8,70,135,2664000
1993,10,8,67,135,2048000
2011,10,9,137,238,6525000
2010,10,9,131,231,7992000
2009,10,9,139,253,8999000
2008,10,9,127,229,7394000
2007,10,9,150,241,9235000
2006,10,9,131,248,7075000
2005,10,9,156,310,13463000
2004,10,9,160,281,8957000
2003,10,9,129,214,6352000
2002,10,9,127,245,6718000
2001,10,9,138,240,9774000
2000,10,9,126,205,7795000
1999,10,9,131,253,8618000
1998,10,9,133,258,9552000
1997,10,9,117,233,6809000
1996,10,9,134,230,6665000
1995,10,9,125,237,5402000
1994,10,9,115,226,5497000
1993,10,9,111,213,4429000
2011,10,10,328704,692294,19831619000
2010,10,10,330085,693039,19436589000
2009,10,10,333759,695915,20437767000
2008,10,10,327251,682893,20796218000
2007,10,10,313365,658397,19696953000
2006,10,10,308242,650303,18838948000
2005,10,10,304876,645247,17955742000
2004,10,10,301026,638742,16620669000
2003,10,10,298349,632087,16102481000
2002,10,10,294904,623644,15991012000
2001,10,10,290524,616516,16056905000
2000,10,10,286083,608495,15156758000
1999,10,10,279248,595620,13742147000
1998,10,10,272892,585414,12871107000
1997,10,10,269268,581628,12092667000
1996,10,10,264779,573433,11297645000
1995,10,10,259331,564338,10114378000
1994,10,10,256478,561740,9879374000
1993,10,10,255924,558120,9647193000
2011,10,11,75,120,5922000
2010,10,11,75,103,6497000
2009,10,11,72,103,5785000
2008,10,11,86,119,7327000
2007,10,11,85,126,6894000
2006,10,11,73,103,7425000
2005,10,11,89,134,8452000
2004,10,11,92,115,8106000
2003,10,11,81,120,4507000
2002,10,11,78,108,10448000
2001,10,11,74,105,6047000
2000,10,11,81,111,7961000
1999,10,11,77,104,5066000
1998,10,11,80,108,3653000
1997,10,11,67,107,2516000
1996,10,11,65,81,2130000
1995,10,11,79,108,2768000
1994,10,11,69,122,1870000
1993,10,11,76,107,6814000
2011,10,12,746,1322,30200000
2010,10,12,716,1254,24875000
2009,10,12,706,1242,26019000
2008,10,12,719,1252,35840000
2007,10,12,660,1208,27968000
2006,10,12,689,1238,29649000
2005,10,12,600,1127,22322000
2004,10,12,632,1171,25170000
2003,10,12,680,1213,22326000
2002,10,12,623,1128,25724000
2001,10,12,593,1061,24408000
2000,10,12,641,1137,28917000
1999,10,12,612,1132,29834000
1998,10,12,549,986,18203000
1997,10,12,498,911,17485000
1996,10,12,526,957,14112000
1995,10,12,532,973,10941000
1994,10,12,561,1104,12221000
1993,10,12,688,1446,18337000
2011,10,13,327,630,12681000
2010,10,13,245,503,10639000
2009,10,13,252,478,9404000
2008,10,13,250,462,10495000
2007,10,13,263,511,13395000
2006,10,13,249,490,11712000
2005,10,13,248,506,12528000
2004,10,13,198,416,7942000
2003,10,13,228,419,9135000
2002,10,13,230,452,9834000
2001,10,13,213,418,8933000
2000,10,13,185,391,8819000
1999,10,13,192,385,8158000
1998,10,13,200,393,9775000
1997,10,13,161,315,5538000
1996,10,13,173,336,5831000
1995,10,13,184,391,5697000
1994,10,13,165,329,6142000
1993,10,13,149,309,4447000
2011,10,15,31,62,1225000
2010,10,15,19,45,1076000
2009,10,15,33,75,1332000
2008,10,15,51,102,2917000
2007,10,15,38,88,1268000
2006,10,15,32,48,1006000
2005,10,15,32,52,875000
2004,10,15,28,51,1000000
2003,10,15,32,61,847000
2002,10,15,26,45,799000
2001,10,15,29,67,1473000
2000,10,15,34,75,1123000
1999,10,15,30,55,826000
1998,10,15,34,87,1098000
1997,10,15,18,38,497000
1996,10,15,36,90,994000
1995,10,15,45,89,1108000
1994,10,15,43,89,989000
1993,10,15,38,81,1057000
2011,10,16,21,45,834000
2010,10,16,14,26,521000
2009,10,16,18,30,802000
2008,10,16,10,17,274000
2007,10,16,16,33,632000
2006,10,16,12,22,328000
2005,10,16,9,23,272000
2004,10,16,12,17,374000
2003,10,16,14,28,398000
2002,10,16,12,20,395000
2001,10,16,11,27,345000
2000,10,16,10,25,343000
1999,10,16,9,20,181000
1998,10,16,10,20,250000
1997,10,16,10,16,264000
1996,10,16,5,11,183000
1995,10,16,8,21,754000
1994,10,16,12,23,383000
1993,10,16,8,25,148000
2011,10,17,167,336,10040000
2010,10,17,167,311,10017000
2009,10,17,140,260,7911000
2008,10,17,177,292,9084000
2007,10,17,189,356,18216000
2006,10,17,169,371,13231000
2005,10,17,142,273,8823000
2004,10,17,187,343,8766000
2003,10,17,188,330,9488000
2002,10,17,149,289,8481000
2001,10,17,147,267,9784000
2000,10,17,171,321,11652000
1999,10,17,150,330,8202000
1998,10,17,162,330,8042000
1997,10,17,149,312,7557000
1996,10,17,140,288,5879000
1995,10,17,139,295,5812000
1994,10,17,158,360,6449000
1993,10,17,124,273,5738000
2011,10,18,63,108,3438000
2010,10,18,61,102,1968000
2009,10,18,77,147,3512000
2008,10,18,70,122,3397000
2007,10,18,85,158,4607000
2006,10,18,76,143,4323000
2005,10,18,86,151,3562000
2004,10,18,68,126,3197000
2003,10,18,72,141,3224000
2002,10,18,60,121,2293000
2001,10,18,83,155,4189000
2000,10,18,75,143,3324000
1999,10,18,98,189,3884000
1998,10,18,85,148,3276000
1997,10,18,64,130,2604000
1996,10,18,62,122,14187000
1995,10,18,80,174,3543000
1994,10,18,71,139,1895000
1993,10,18,60,125,1666000
2011,10,19,40,79,1879000
2010,10,19,42,78,1258000
2009,10,19,29,47,1567000
2008,10,19,30,54,1621000
2007,10,19,32,55,1285000
2006,10,19,48,84,2421000
2005,10,19,31,55,1343000
2004,10,19,35,57,1218000
2003,10,19,26,42,1339000
2002,10,19,30,50,1156000
2001,10,19,19,37,956000
2000,10,19,41,73,2920000
1999,10,19,22,41,1018000
1998,10,19,21,34,1155000
1997,10,19,26,54,935000
1996,10,19,28,54,840000
1995,10,19,27,69,1203000
1994,10,19,24,52,720000
1993,10,19,21,35,840000
2011,10,20,47,86,2127000
2010,10,20,36,81,1667000
2009,10,20,29,56,1419000
2008,10,20,40,78,2052000
2007,10,20,46,95,2337000
2006,10,20,39,75,2220000
2005,10,20,48,96,2304000
2004,10,20,38,74,1993000
2003,10,20,45,92,1952000
2002,10,20,34,65,1787000
2001,10,20,45,99,2488000
2000,10,20,35,71,1832000
1999,10,20,28,59,993000
1998,10,20,42,80,1173000
1997,10,20,36,86,1136000
1996,10,20,43,99,1115000
1995,10,20,45,119,1796000
1994,10,20,33,70,796000
1993,10,20,31,61,855000
2011,10,21,58,115,2678000
2010,10,21,59,109,2808000
2009,10,21,52,84,2603000
2008,10,21,56,101,2232000
2007,10,21,46,97,2239000
2006,10,21,46,78,2014000
2005,10,21,64,112,2384000
2004,10,21,52,100,2300000
2003,10,21,56,93,6816000
2002,10,21,40,73,1449000
2001,10,21,60,90,2107000
2000,10,21,66,131,3122000
1999,10,21,50,106,2110000
1998,10,21,57,132,2629000
1997,10,21,50,103,1853000
1996,10,21,37,74,1028000
1995,10,21,54,102,1440000
1994,10,21,38,69,1171000
1993,10,21,44,84,1450000
2011,10,22,47,76,1577000
2010,10,22,48,83,1753000
2009,10,22,49,91,2081000
2008,10,22,55,109,2527000
2007,10,22,62,140,3585000
2006,10,22,95,187,3866000
2005,10,22,58,118,2280000
2004,10,22,52,103,1791000
2003,10,22,53,119,3261000
2002,10,22,65,123,1776000
2001,10,22,62,114,2581000
2000,10,22,55,112,2053000
1999,10,22,49,82,2063000
1998,10,22,66,142,2751000
1997,10,22,51,126,1977000
1996,10,22,57,118,2067000
1995,10,22,53,120,1596000
1994,10,22,53,106,2236000
1993,10,22,81,189,3072000
2011,10,23,33,63,1944000
2010,10,23,42,68,2108000
2009,10,23,35,58,1483000
2008,10,23,34,74,1987000
2007,10,23,22,35,1319000
2006,10,23,47,101,3908000
2005,10,23,48,94,6225000
2004,10,23,55,103,5321000
2003,10,23,55,86,2236000
2002,10,23,32,45,1872000
2001,10,23,46,81,4739000
2000,10,23,50,86,2829000
1999,10,23,48,93,2176000
1998,10,23,34,65,1733000
1997,10,23,48,84,2423000
1996,10,23,44,76,1089000
1995,10,23,65,152,2065000
1994,10,23,52,106,1341000
1993,10,23,38,76,917000
2011,10,24,2491,4578,128423000
2010,10,24,2506,4467,129190000
2009,10,24,2666,4777,142594000
2008,10,24,2932,5313,155406000
2007,10,24,3211,5978,175875000
2006,10,24,3223,5895,164999000
2005,10,24,2993,5482,164977000
2004,10,24,2790,5170,135380000
2003,10,24,2780,5057,119969000
2002,10,24,2658,4817,113943000
2001,10,24,2576,4606,112104000
2000,10,24,2618,4793,105139000
1999,10,24,2585,4803,97689000
1998,10,24,2352,4316,82178000
1997,10,24,2451,4495,85682000
1996,10,24,2273,4242,74127000
1995,10,24,2202,4176,64783000
1994,10,24,2132,4014,60789000
1993,10,24,2078,3911,58167000
2011,10,25,167,282,9381000
2010,10,25,151,231,8156000
2009,10,25,151,266,6860000
2008,10,25,186,300,10808000
2007,10,25,193,333,16593000
2006,10,25,195,382,12399000
2005,10,25,177,304,10421000
2004,10,25,182,305,8520000
2003,10,25,189,339,9271000
2002,10,25,163,281,10797000
2001,10,25,183,323,13288000
2000,10,25,167,294,8172000
1999,10,25,180,323,9660000
1998,10,25,160,270,7439000
1997,10,25,151,277,7328000
1996,10,25,165,314,6444000
1995,10,25,159,286,6971000
1994,10,25,153,257,4541000
1993,10,25,134,262,5170000
2011,10,26,116,204,5814000
2010,10,26,105,189,5207000
2009,10,26,134,244,7999000
2008,10,26,123,227,6846000
2007,10,26,150,315,11631000
2006,10,26,137,266,7397000
2005,10,26,135,239,6340000
2004,10,26,121,218,5285000
2003,10,26,146,270,7597000
2002,10,26,124,233,6369000
2001,10,26,134,243,7703000
2000,10,26,115,218,6210000
1999,10,26,138,286,8661000
1998,10,26,127,245,6857000
1997,10,26,141,253,5593000
1996,10,26,115,245,4485000
1995,10,26,128,268,5747000
1994,10,26,144,305,5259000
1993,10,26,159,357,6192000
2011,10,27,55,95,2187000
2010,10,27,81,160,3572000
2009,10,27,48,83,2214000
2008,10,27,57,100,2482000
2007,10,27,53,100,3025000
2006,10,27,68,122,3181000
2005,10,27,50,90,2122000
2004,10,27,56,89,1928000
2003,10,27,53,101,3788000
2002,10,27,42,94,15074000
2001,10,27,45,67,2374000
2000,10,27,36,62,1765000
1999,10,27,34,58,1672000
1998,10,27,53,89,1729000
1997,10,27,43,67,1352000
1996,10,27,30,57,1319000
1995,10,27,38,73,1371000
1994,10,27,32,49,730000
1993,10,27,27,41,782000
2011,10,28,34,62,1184000
2010,10,28,32,75,1086000
2009,10,28,36,71,1642000
2008,10,28,35,70,2283000
2007,10,28,42,81,2301000
2006,10,28,62,148,2343000
2005,10,28,39,75,1459000
2004,10,28,47,93,1256000
2003,10,28,55,108,1467000
2002,10,28,59,105,1968000
2001,10,28,54,95,2640000
2000,10,28,37,81,1203000
1999,10,28,53,109,1924000
1998,10,28,39,86,914000
1997,10,28,33,72,895000
1996,10,28,27,57,948000
1995,10,28,46,96,1040000
1994,10,28,44,89,1408000
1993,10,28,54,101,1214000
2011,10,29,73,145,4458000
2010,10,29,66,120,3111000
2009,10,29,57,109,2825000
2008,10,29,70,123,3345000
2007,10,29,62,91,2434000
2006,10,29,66,127,2620000
2005,10,29,62,101,2714000
2004,10,29,76,138,3269000
2003,10,29,55,104,2301000
2002,10,29,71,151,3697000
2001,10,29,61,121,3443000
2000,10,29,79,143,3564000
1999,10,29,53,104,2415000
1998,10,29,49,103,2127000
1997,10,29,58,111,3215000
1996,10,29,38,76,1215000
1995,10,29,45,97,1330000
1994,10,29,89,193,3211000
1993,10,29,73,186,4117000
2011,10,30,18,32,617000
2010,10,30,12,25,438000
2009,10,30,11,21,374000
2008,10,30,10,26,289000
2007,10,30,16,27,489000
2006,10,30,12,21,317000
2005,10,30,10,14,208000
2004,10,30,16,28,483000
2003,10,30,21,36,676000
2002,10,30,18,42,639000
2001,10,30,8,16,214000
2000,10,30,14,28,13746000
1999,10,30,11,17,368000
1998,10,30,9,15,182000
1997,10,30,21,49,499000
1996,10,30,11,17,131000
1995,10,30,10,19,178000
1994,10,30,5,12,114000
1993,10,30,4,11,151000
2011,10,31,19,41,677000
2010,10,31,24,47,1085000
2009,10,31,18,39,1038000
2008,10,31,24,49,1753000
2007,10,31,22,46,1578000
2006,10,31,29,57,1144000
2005,10,31,29,62,1277000
2004,10,31,31,63,924000
2003,10,31,12,32,597000
2002,10,31,19,40,670000
2001,10,31,32,57,1453000
2000,10,31,26,52,1188000
1999,10,31,19,40,706000
1998,10,31,16,32,417000
1997,10,31,17,21,377000
1996,10,31,18,29,902000
1995,10,31,25,57,811000
1994,10,31,18,43,504000
1993,10,31,19,47,474000
2011,10,32,62,103,2255000
2010,10,32,60,118,2584000
2009,10,32,51,94,1867000
2008,10,32,57,89,1981000
2007,10,32,46,75,1922000
2006,10,32,44,66,1869000
2005,10,32,38,70,2538000
2004,10,32,38,66,2195000
2003,10,32,40,67,1236000
2002,10,32,39,66,1186000
2001,10,32,28,52,1390000
2000,10,32,39,69,1398000
1999,10,32,21,33,577000
1998,10,32,28,53,1211000
1997,10,32,23,45,703000
1996,10,32,28,53,1067000
1995,10,32,22,32,387000
1994,10,32,14,25,322000
1993,10,32,41,99,1001000
2011,10,33,35,62,1463000
2010,10,33,43,68,1994000
2009,10,33,38,73,1862000
2008,10,33,48,98,3029000
2007,10,33,42,75,2294000
2006,10,33,48,109,2390000
2005,10,33,47,81,1886000
2004,10,33,56,116,2343000
2003,10,33,38,76,2575000
2002,10,33,44,81,1834000
2001,10,33,41,79,4608000
2000,10,33,49,77,2203000
1999,10,33,50,87,2712000
1998,10,33,34,61,1400000
1997,10,33,27,52,956000
1996,10,33,31,64,1346000
1995,10,33,34,58,1189000
1994,10,33,41,76,898000
1993,10,33,30,66,1169000
2011,10,34,1742,3055,100471000
2010,10,34,1538,2757,81489000
2009,10,34,1691,3072,95807000
2008,10,34,1803,3270,104256000
2007,10,34,1857,3553,103714000
2006,10,34,1822,3452,134435000
2005,10,34,1803,3524,96590000
2004,10,34,1765,3388,85281000
2003,10,34,1580,2862,78242000
2002,10,34,1418,2530,68178000
2001,10,34,1370,2469,170120000
2000,10,34,1500,2718,72149000
1999,10,34,1512,2713,63516000
1998,10,34,1433,2645,58031000
1997,10,34,1331,2458,50286000
1996,10,34,1264,2318,44182000
1995,10,34,1205,2254,41643000
1994,10,34,1224,2261,41709000
1993,10,34,1164,2057,36411000
2011,10,35,28,56,1465000
2010,10,35,30,71,1360000
2009,10,35,24,50,866000
2008,10,35,47,100,1871000
2007,10,35,33,64,1297000
2006,10,35,23,41,986000
2005,10,35,26,60,1007000
2004,10,35,33,67,1091000
2003,10,35,18,37,604000
2002,10,35,35,64,1028000
2001,10,35,24,53,802000
2000,10,35,30,57,1437000
1999,10,35,25,54,1004000
1998,10,35,29,69,990000
1997,10,35,24,54,620000
1996,10,35,28,51,756000
1995,10,35,27,64,696000
1994,10,35,30,66,843000
1993,10,35,23,56,722000
2011,10,36,948,1717,47210000
2010,10,36,867,1506,41193000
2009,10,36,866,1634,45841000
2008,10,36,1068,2013,54514000
2007,10,36,1053,2047,52865000
2006,10,36,1213,2423,59942000
2005,10,36,1253,2388,90149000
2004,10,36,1119,2192,50385000
2003,10,36,998,1917,42316000
2002,10,36,926,1725,39227000
2001,10,36,855,1628,40655000
2000,10,36,849,1614,37203000
1999,10,36,834,1553,42291000
1998,10,36,865,1678,40537000
1997,10,36,888,1614,35931000
1996,10,36,818,1603,32562000
1995,10,36,866,1773,36356000
1994,10,36,726,1448,27706000
1993,10,36,696,1403,29775000
2011,10,37,354,702,14560000
2010,10,37,352,668,13642000
2009,10,37,381,709,14580000
2008,10,37,376,725,15240000
2007,10,37,330,608,17392000
2006,10,37,367,700,15895000
2005,10,37,388,794,18936000
2004,10,37,295,561,11404000
2003,10,37,357,695,15055000
2002,10,37,362,714,17214000
2001,10,37,357,704,13124000
2000,10,37,387,750,17140000
1999,10,37,369,715,14239000
1998,10,37,331,622,11315000
1997,10,37,293,576,11110000
1996,10,37,276,564,9042000
1995,10,37,266,539,9312000
1994,10,37,245,497,6870000
1993,10,37,282,575,9841000
2011,10,38,11,25,513000
2010,10,38,18,39,700000
2009,10,38,5,7,172000
2008,10,38,5,11,183000
2007,10,38,12,28,368000
2006,10,38,12,19,378000
2005,10,38,15,26,405000
2004,10,38,20,39,720000
2003,10,38,15,31,332000
2002,10,38,15,31,580000
2001,10,38,18,52,621000
2000,10,38,20,57,515000
1999,10,38,20,55,527000
1998,10,38,11,28,289000
1997,10,38,13,36,319000
1996,10,38,10,30,301000
1995,10,38,14,43,379000
1994,10,38,14,35,331000
1993,10,38,10,24,224000
2011,10,39,182,355,9321000
2010,10,39,166,281,6943000
2009,10,39,228,426,11541000
2008,10,39,238,424,12954000
2007,10,39,254,484,15012000
2006,10,39,188,346,7828000
2005,10,39,242,439,10667000
2004,10,39,210,382,9757000
2003,10,39,222,416,9803000
2002,10,39,198,371,13358000
2001,10,39,194,345,8454000
2000,10,39,217,447,12589000
1999,10,39,223,412,11468000
1998,10,39,226,413,11067000
1997,10,39,223,408,11092000
1996,10,39,170,296,7190000
1995,10,39,199,401,8480000
1994,10,39,215,455,7139000
1993,10,39,189,355,6046000
2011,10,40,52,110,2096000
2010,10,40,42,82,1247000
2009,10,40,60,116,2278000
2008,10,40,65,142,2545000
2007,10,40,45,98,1965000
2006,10,40,64,136,2219000
2005,10,40,66,134,2674000
2004,10,40,58,113,1949000
2003,10,40,60,117,2232000
2002,10,40,65,121,2105000
2001,10,40,70,156,2157000
2000,10,40,69,160,2590000
1999,10,40,50,123,1891000
1998,10,40,43,95,1372000
1997,10,40,58,133,1807000
1996,10,40,44,116,1381000
1995,10,40,66,169,2474000
1994,10,40,75,174,2706000
1993,10,40,80,188,2580000
2011,10,41,33,57,1317000
2010,10,41,24,32,941000
2009,10,41,28,48,1432000
2008,10,41,23,37,811000
2007,10,41,24,36,1141000
2006,10,41,19,28,779000
2005,10,41,24,43,728000
2004,10,41,30,56,792000
2003,10,41,27,52,619000
2002,10,41,22,28,746000
2001,10,41,27,45,997000
2000,10,41,27,48,1125000
1999,10,41,31,50,930000
1998,10,41,23,39,824000
1997,10,41,22,37,687000
1996,10,41,19,53,560000
1995,10,41,20,44,521000
1994,10,41,19,31,532000
1993,10,41,13,25,332000
2011,10,42,3433,6249,143967000
2010,10,42,3351,5971,166856000
2009,10,42,3413,6255,162197000
2008,10,42,4007,7388,202458000
2007,10,42,3886,7200,195883000
2006,10,42,4131,7533,217253000
2005,10,42,4093,7651,205661000
2004,10,42,4026,7222,201805000
2003,10,42,3906,7202,181581000
2002,10,42,3957,7201,197661000
2001,10,42,3912,7090,198228000
2000,10,42,3768,6785,171637000
1999,10,42,3718,6849,175149000
1998,10,42,3639,6635,145136000
1997,10,42,3588,6695,130437000
1996,10,42,3352,6269,120120000
1995,10,42,3444,6431,113242000
1994,10,42,3275,6155,104070000
1993,10,42,3110,5665,100438000
2011,10,44,39,64,1610000
2010,10,44,26,57,1046000
2009,10,44,21,40,889000
2008,10,44,31,52,1436000
2007,10,44,38,77,1940000
2006,10,44,44,79,1543000
2005,10,44,40,84,1613000
2004,10,44,43,65,1757000
2003,10,44,32,57,1226000
2002,10,44,24,36,1016000
2001,10,44,30,61,1993000
2000,10,44,38,69,1307000
1999,10,44,30,64,1382000
1998,10,44,25,46,983000
1997,10,44,22,46,1135000
1996,10,44,26,46,934000
1995,10,44,35,75,962000
1994,10,44,22,39,435000
1993,10,44,29,48,510000
2011,10,45,138,273,5996000
2010,10,45,122,255,4106000
2009,10,45,129,249,4678000
2008,10,45,153,302,6508000
2007,10,45,137,271,5912000
2006,10,45,132,257,5143000
2005,10,45,131,270,4533000
2004,10,45,137,249,5498000
2003,10,45,120,219,4253000
2002,10,45,137,274,5432000
2001,10,45,124,248,4521000
2000,10,45,135,269,6122000
1999,10,45,132,273,4841000
1998,10,45,112,223,3347000
1997,10,45,92,189,3156000
1996,10,45,118,234,3234000
1995,10,45,231,511,5800000
1994,10,45,102,227,2921000
1993,10,45,148,341,4717000
2011,10,46,16,28,575000
2010,10,46,13,29,436000
2009,10,46,11,19,332000
2008,10,46,13,28,469000
2007,10,46,11,19,407000
2006,10,46,22,57,1130000
2005,10,46,9,17,232000
2004,10,46,16,30,373000
2003,10,46,15,32,539000
2002,10,46,14,35,565000
2001,10,46,13,20,332000
2000,10,46,10,22,308000
1999,10,46,12,23,411000
1998,10,46,7,21,596000
1997,10,46,9,19,190000
1996,10,46,13,27,361000
1995,10,46,6,8,136000
1994,10,46,7,17,150000
1993,10,46,10,19,162000
2011,10,47,103,181,6576000
2010,10,47,84,158,3277000
2009,10,47,90,182,3798000
2008,10,47,130,238,5692000
2007,10,47,104,194,5320000
2006,10,47,95,193,5255000
2005,10,47,114,224,6844000
2004,10,47,109,213,4741000
2003,10,47,100,204,4520000
2002,10,47,122,277,7569000
2001,10,47,107,223,5009000
2000,10,47,123,247,5848000
1999,10,47,112,225,4848000
1998,10,47,105,236,5252000
1997,10,47,108,222,7373000
1996,10,47,78,170,3326000
1995,10,47,83,160,2826000
1994,10,47,96,220,3800000
1993,10,47,83,162,2583000
2011,10,48,336,651,15085000
2010,10,48,325,587,14886000
2009,10,48,305,591,15676000
2008,10,48,324,624,17822000
2007,10,48,286,547,14582000
2006,10,48,299,625,17754000
2005,10,48,331,708,16663000
2004,10,48,335,688,15410000
2003,10,48,327,677,15500000
2002,10,48,333,684,17283000
2001,10,48,313,641,14496000
2000,10,48,345,724,19864000
1999,10,48,338,733,17780000
1998,10,48,336,729,16941000
1997,10,48,294,640,11925000
1996,10,48,349,809,14635000
1995,10,48,321,721,14476000
1994,10,48,326,696,10452000
1993,10,48,352,809,13604000
2011,10,49,32,76,1098000
2010,10,49,24,55,997000
2009,10,49,33,74,1146000
2008,10,49,35,70,1077000
2007,10,49,28,57,969000
2006,10,49,35,82,1861000
2005,10,49,19,35,594000
2004,10,49,24,53,1085000
2003,10,49,22,45,670000
2002,10,49,26,58,872000
2001,10,49,31,55,1077000
2000,10,49,39,77,1089000
