year,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan,filingStatus
1987,0.35,38000,80000,headOfHousehold
1987,0.385,80000,,headOfHousehold
1987,0.11,0,3000,marriedFilingJointly
1987,0.15,3000,28000,marriedFilingJointly
1987,0.28,28000,45000,marriedFilingJointly
1987,0.35,45000,90000,marriedFilingJointly
1987,0.385,90000,,marriedFilingJointly
1987,0.11,0,1500,marriedFilingSeparately
1987,0.15,1500,14000,marriedFilingSeparately
1987,0.28,14000,22500,marriedFilingSeparately
1987,0.35,22500,45000,marriedFilingSeparately
1987,0.385,45000,,marriedFilingSeparately
1987,0.11,0,1800,single
1987,0.15,1800,16800,single
1987,0.28,16800,27000,single
1987,0.35,27000,54000,single
1987,0.385,54000,,single
1986,0,0,2480,headOfHousehold
1986,0.11,2480,4750,headOfHousehold
1986,0.12,4750,7010,headOfHousehold
1986,0.14,7010,9390,headOfHousehold
1986,0.17,9390,12730,headOfHousehold
1986,0.18,12730,16190,headOfHousehold
1986,0.2,16190,19640,headOfHousehold
1986,0.24,19640,25360,headOfHousehold
1986,0.28,25360,31080,headOfHousehold
1986,0.32,31080,36800,headOfHousehold
1986,0.35,36800,48240,headOfHousehold
1986,0.42,48240,65390,headOfHousehold
1986,0.45,65390,88270,headOfHousehold
1986,0.48,88270,116870,headOfHousehold
1986,0.5,116870,,headOfHousehold
1986,0,0,3670,marriedFilingJointly
1986,0.11,3670,5940,marriedFilingJointly
1986,0.12,5940,8200,marriedFilingJointly
1986,0.14,8200,12840,marriedFilingJointly
1986,0.16,12840,17270,marriedFilingJointly
1986,0.18,17270,21800,marriedFilingJointly
1986,0.22,21800,26550,marriedFilingJointly
1986,0.25,26550,32270,marriedFilingJointly
1986,0.28,32270,37980,marriedFilingJointly
1986,0.33,37980,49420,marriedFilingJointly
1986,0.38,49420,64750,marriedFilingJointly
1986,0.42,64750,92370,marriedFilingJointly
1986,0.45,92370,118050,marriedFilingJointly
1986,0.49,118050,175250,marriedFilingJointly
1986,0.5,175250,,marriedFilingJointly
1986,0,0,1835,marriedFilingSeparately
1986,0.11,1835,2970,marriedFilingSeparately
1986,0.12,2970,4100,marriedFilingSeparately
1986,0.14,4100,6420,marriedFilingSeparately
1986,0.16,6420,8635,marriedFilingSeparately
1986,0.18,8635,10900,marriedFilingSeparately
1986,0.22,10900,13275,marriedFilingSeparately
1986,0.25,13275,16135,marriedFilingSeparately
1986,0.28,16135,18990,marriedFilingSeparately
1986,0.33,18990,24710,marriedFilingSeparately
1986,0.38,24710,32375,marriedFilingSeparately
1986,0.42,32375,46185,marriedFilingSeparately
1986,0.45,46185,59025,marriedFilingSeparately
1986,0.49,59025,87625,marriedFilingSeparately
1986,0.5,87625,,marriedFilingSeparately
1986,0,0,2480,single
1986,0.11,2480,3670,single
1986,0.12,3670,4750,single
1986,0.14,4750,7010,single
1986,0.15,7010,9170,single
1986,0.16,9170,11650,single
1986,0.18,11650,13920,single
1986,0.2,13920,16190,single
1986,0.23,16190,19640,single
1986,0.26,19640,25360,single
1986,0.3,25360,31080,single
1986,0.34,31080,36800,single
1986,0.38,36800,44780,single
1986,0.42,44780,59670,single
1986,0.48,59670,88270,single
1986,0.5,88270,,single
1985,0,0,2390,headOfHousehold
1985,0.11,2390,4580,headOfHousehold
1985,0.12,4580,6760,headOfHousehold
1985,0.14,6760,9050,headOfHousehold
1985,0.17,9050,12280,headOfHousehold
1985,0.18,12280,15610,headOfHousehold
1985,0.2,15610,18940,headOfHousehold
1985,0.24,18940,24460,headOfHousehold
1985,0.28,24460,29970,headOfHousehold
1985,0.32,29970,35490,headOfHousehold
1985,0.35,35490,46520,headOfHousehold
1985,0.42,46520,63070,headOfHousehold
1985,0.45,63070,85130,headOfHousehold
1985,0.48,85130,112720,headOfHousehold
1985,0.5,112720,,headOfHousehold
1985,0,0,3540,marriedFilingJointly
1985,0.11,3540,5720,marriedFilingJointly
1985,0.12,5720,7910,marriedFilingJointly
1985,0.14,7910,12390,marriedFilingJointly
1985,0.16,12390,16650,marriedFilingJointly
1985,0.18,16650,21020,marriedFilingJointly
1985,0.22,21020,25600,marriedFilingJointly
1985,0.25,25600,31120,marriedFilingJointly
1985,0.28,31120,36630,marriedFilingJointly
1985,0.33,36630,47670,marriedFilingJointly
1985,0.38,47670,62450,marriedFilingJointly
1985,0.42,62450,89090,marriedFilingJointly
1985,0.45,89090,113860,marriedFilingJointly
1985,0.49,113860,169020,marriedFilingJointly
1985,0.5,169020,,marriedFilingJointly
1985,0,0,1770,marriedFilingSeparately
1985,0.11,1770,2860,marriedFilingSeparately
1985,0.12,2860,3955,marriedFilingSeparately
1985,0.14,3955,6195,marriedFilingSeparately
1985,0.16,6195,8325,marriedFilingSeparately
1985,0.18,8325,10510,marriedFilingSeparately
1985,0.22,10510,12800,marriedFilingSeparately
1985,0.25,12800,15560,marriedFilingSeparately
1985,0.28,15560,18315,marriedFilingSeparately
1985,0.33,18315,23835,marriedFilingSeparately
1985,0.38,23835,31225,marriedFilingSeparately
1985,0.42,31225,44545,marriedFilingSeparately
1985,0.45,44545,56930,marriedFilingSeparately
1985,0.49,56930,84510,marriedFilingSeparately
1985,0.5,84510,,marriedFilingSeparately
1985,0,0,,single
1985,0,0,2390,single
1985,0.11,2390,3540,single
1985,0.12,3540,4580,single
1985,0.14,4580,6760,single
1985,0.15,6760,8850,single
1985,0.16,8850,11240,single
1985,0.18,11240,13430,single
1985,0.2,13430,15610,single
1985,0.23,15610,18940,single
1985,0.26,18940,24460,single
1985,0.3,24460,29970,single
1985,0.34,29970,35490,single
1985,0.38,35490,43190,single
1985,0.42,43190,57550,single
1985,0.48,57550,85130,single
1985,0.5,85130,,single
1984,0,0,2300,headOfHousehold
1984,0.11,2300,4400,headOfHousehold
1984,0.12,4400,6500,headOfHousehold
1984,0.14,6500,8700,headOfHousehold
1984,0.17,8700,11800,headOfHousehold
1984,0.18,11800,15000,headOfHousehold
1984,0.2,15000,18200,headOfHousehold
1984,0.24,18200,23500,headOfHousehold
1984,0.28,23500,28800,headOfHousehold
1984,0.32,28800,34100,headOfHousehold
1984,0.35,34100,44700,headOfHousehold
1984,0.42,44700,60600,headOfHousehold
1984,0.45,60600,81800,headOfHousehold
1984,0.48,81800,108300,headOfHousehold
1984,0.5,108300,,headOfHousehold
1984,0,0,3400,marriedFilingJointly
1984,0.11,3400,5500,marriedFilingJointly
1984,0.12,5500,7600,marriedFilingJointly
1984,0.14,7600,11900,marriedFilingJointly
1984,0.16,11900,16000,marriedFilingJointly
1984,0.18,16000,20200,marriedFilingJointly
1984,0.22,20200,24600,marriedFilingJointly
1984,0.25,24600,29900,marriedFilingJointly
1984,0.28,29900,35200,marriedFilingJointly
1984,0.33,35200,45800,marriedFilingJointly
1984,0.38,45800,60000,marriedFilingJointly
1984,0.42,60000,85600,marriedFilingJointly
1984,0.45,85600,109400,marriedFilingJointly
1984,0.49,109400,162400,marriedFilingJointly
1984,0.5,162400,,marriedFilingJointly
1984,0,0,1700,marriedFilingSeparately
1984,0.11,1700,2750,marriedFilingSeparately
1984,0.12,2750,3800,marriedFilingSeparately
1984,0.14,3800,5950,marriedFilingSeparately
1984,0.16,5950,8000,marriedFilingSeparately
1984,0.18,8000,10100,marriedFilingSeparately
1984,0.22,10100,12300,marriedFilingSeparately
1984,0.25,12300,14950,marriedFilingSeparately
1984,0.28,14950,17600,marriedFilingSeparately
1984,0.33,17600,22900,marriedFilingSeparately
1984,0.38,22900,30000,marriedFilingSeparately
1984,0.42,30000,42800,marriedFilingSeparately
1984,0.45,42800,54700,marriedFilingSeparately
1984,0.49,54700,81200,marriedFilingSeparately
1984,0.5,81200,,marriedFilingSeparately
1984,0,0,2300,single
1984,0.11,2300,3400,single
1984,0.12,3400,4400,single
1984,0.14,4400,6500,single
1984,0.15,6500,8500,single
1984,0.16,8500,10800,single
1984,0.18,10800,12900,single
1984,0.2,12900,15000,single
1984,0.23,15000,18200,single
1984,0.26,18200,23500,single
1984,0.3,23500,28800,single
1984,0.34,28800,34100,single
1984,0.38,34100,41500,single
1984,0.42,41500,55300,single
1984,0.48,55300,81800,single
1984,0.5,81800,,single
1983,0,0,2300,headOfHousehold
1983,0.11,2300,4400,headOfHousehold
1983,0.13,4400,6500,headOfHousehold
1983,0.15,6500,8700,headOfHousehold
1983,0.18,8700,11800,headOfHousehold
1983,0.19,11800,15000,headOfHousehold
1983,0.21,15000,18200,headOfHousehold
1983,0.25,18200,23500,headOfHousehold
1983,0.29,23500,28800,headOfHousehold
1983,0.34,28800,34100,headOfHousehold
1983,0.37,34100,44700,headOfHousehold
1983,0.44,44700,60600,headOfHousehold
1983,0.48,60600,81800,headOfHousehold
1983,0.5,81800,,headOfHousehold
1983,0,0,3400,marriedFilingJointly
1983,0.11,3400,5500,marriedFilingJointly
1983,0.13,5500,7600,marriedFilingJointly
1983,0.15,7600,11900,marriedFilingJointly
1983,0.17,11900,16000,marriedFilingJointly
1983,0.19,16000,20200,marriedFilingJointly
1983,0.23,20200,24600,marriedFilingJointly
1983,0.26,24600,29900,marriedFilingJointly
1983,0.3,29900,35200,marriedFilingJointly
1983,0.35,35200,45800,marriedFilingJointly
1983,0.4,45800,60000,marriedFilingJointly
1983,0.44,60000,85600,marriedFilingJointly
1983,0.48,85600,109400,marriedFilingJointly
1983,0.5,109400,,marriedFilingJointly
1983,0,0,1700,marriedFilingSeparately
1983,0.11,1700,2750,marriedFilingSeparately
1983,0.13,2750,3800,marriedFilingSeparately
1983,0.15,3800,5950,marriedFilingSeparately
1983,0.17,5950,8000,marriedFilingSeparately
1983,0.19,8000,10100,marriedFilingSeparately
1983,0.23,10100,12300,marriedFilingSeparately
1983,0.26,12300,14950,marriedFilingSeparately
1983,0.3,14950,17600,marriedFilingSeparately
1983,0.35,17600,22900,marriedFilingSeparately
1983,0.4,22900,30000,marriedFilingSeparately
1983,0.44,30000,42800,marriedFilingSeparately
1983,0.48,42800,54700,marriedFilingSeparately
1983,0.5,54700,,marriedFilingSeparately
1983,0,0,2300,single
1983,0.11,2300,3400,single
1983,0.13,3400,4400,single
1983,0.15,4400,8500,single
1983,0.17,8500,10800,single
1983,0.19,10800,12900,single
1983,0.21,12900,15000,single
1983,0.24,15000,18200,single
1983,0.28,18200,23500,single
1983,0.32,23500,28800,single
1983,0.36,28800,34100,single
1983,0.4,34100,41500,single
1983,0.45,41500,55300,single
1983,0.5,55300,,single
1982,0,0,2300,headOfHousehold
1982,0.12,2300,4400,headOfHousehold
1982,0.14,4400,6500,headOfHousehold
1982,0.16,6500,8700,headOfHousehold
1982,0.2,8700,11800,headOfHousehold
1982,0.22,11800,15000,headOfHousehold
1982,0.23,15000,18200,headOfHousehold
1982,0.28,18200,23500,headOfHousehold
1982,0.32,23500,28800,headOfHousehold
1982,0.38,28800,34100,headOfHousehold
1982,0.41,34100,44700,headOfHousehold
1982,0.49,44700,60600,headOfHousehold
1982,0.5,60600,,headOfHousehold
1982,0,0,3400,marriedFilingJointly
1982,0.12,3400,5500,marriedFilingJointly
1982,0.14,5500,7600,marriedFilingJointly
1982,0.16,7600,11900,marriedFilingJointly
1982,0.19,11900,16000,marriedFilingJointly
1982,0.22,16000,20200,marriedFilingJointly
1982,0.25,20200,24600,marriedFilingJointly
1982,0.29,24600,29900,marriedFilingJointly
1982,0.33,29900,35200,marriedFilingJointly
1982,0.39,35200,45800,marriedFilingJointly
1982,0.44,45800,60000,marriedFilingJointly
1982,0.49,60000,85600,marriedFilingJointly
1982,0.5,85600,,marriedFilingJointly
1982,0,0,1700,marriedFilingSeparately
1982,0.12,1700,2750,marriedFilingSeparately
1982,0.14,2750,3800,marriedFilingSeparately
1982,0.16,3800,5950,marriedFilingSeparately
1982,0.19,5950,8000,marriedFilingSeparately
1982,0.22,8000,10100,marriedFilingSeparately
1982,0.25,10100,12300,marriedFilingSeparately
1982,0.29,12300,14950,marriedFilingSeparately
1982,0.33,14950,17600,marriedFilingSeparately
1982,0.39,17600,22900,marriedFilingSeparately
1982,0.44,22900,30000,marriedFilingSeparately
1982,0.49,30000,42800,marriedFilingSeparately
1982,0.5,42800,,marriedFilingSeparately
1982,0,0,2300,single
1982,0.12,2300,3400,single
1982,0.14,3400,4400,single
1982,0.16,4400,6500,single
1982,0.17,6500,8500,single
1982,0.19,8500,10800,single
1982,0.22,10800,12900,single
1982,0.23,12900,15000,single
1982,0.27,15000,18200,single
1982,0.31,18200,23500,single
1982,0.35,23500,28800,single
1982,0.4,28800,34100,single
1982,0.44,34100,41500,single
1982,0.5,41500,,single
1981,0,0,2300,headOfHousehold
1981,0.14,2300,4400,headOfHousehold
1981,0.16,4400,6500,headOfHousehold
1981,0.18,6500,8700,headOfHousehold
1981,0.22,8700,11800,headOfHousehold
1981,0.24,11800,15000,headOfHousehold
1981,0.26,15000,18200,headOfHousehold
1981,0.31,18200,23500,headOfHousehold
1981,0.36,23500,28800,headOfHousehold
1981,0.42,28800,34100,headOfHousehold
1981,0.46,34100,44700,headOfHousehold
1981,0.54,44700,60600,headOfHousehold
1981,0.59,60600,81800,headOfHousehold
1981,0.63,81800,108300,headOfHousehold
1981,0.68,108300,161300,headOfHousehold
1981,0.7,161300,,headOfHousehold
1981,0,0,3400,marriedFilingJointly
1981,0.14,3400,5500,marriedFilingJointly
1981,0.16,5500,7600,marriedFilingJointly
1981,0.18,7600,11900,marriedFilingJointly
1981,0.21,11900,16000,marriedFilingJointly
1981,0.24,16000,20200,marriedFilingJointly
1981,0.28,20200,24600,marriedFilingJointly
1981,0.32,24600,29900,marriedFilingJointly
1981,0.37,29900,35200,marriedFilingJointly
1981,0.43,35200,45800,marriedFilingJointly
1981,0.49,45800,60000,marriedFilingJointly
1981,0.54,60000,85600,marriedFilingJointly
1981,0.59,85600,109400,marriedFilingJointly
1981,0.64,109400,162400,marriedFilingJointly
1981,0.68,162400,215400,marriedFilingJointly
1981,0.7,215400,,marriedFilingJointly
1981,0,0,1700,marriedFilingSeparately
1981,0.14,1700,2750,marriedFilingSeparately
1981,0.16,2750,3800,marriedFilingSeparately
1981,0.18,3800,5950,marriedFilingSeparately
1981,0.21,5950,8000,marriedFilingSeparately
1981,0.24,8000,10100,marriedFilingSeparately
1981,0.28,10100,12300,marriedFilingSeparately
1981,0.32,12300,14950,marriedFilingSeparately
1981,0.37,14950,17600,marriedFilingSeparately
1981,0.43,17600,22900,marriedFilingSeparately
1981,0.49,22900,30000,marriedFilingSeparately
1981,0.54,30000,42800,marriedFilingSeparately
1981,0.59,42800,54700,marriedFilingSeparately
1981,0.64,54700,81200,marriedFilingSeparately
1981,0.68,81200,107700,marriedFilingSeparately
1981,0.7,107700,,marriedFilingSeparately
1981,0,0,2300,single
1981,0.14,2300,3400,single
1981,0.16,3400,4400,single
1981,0.18,4400,6500,single
1981,0.19,6500,8500,single
1981,0.21,8500,10800,single
1981,0.24,10800,12900,single
1981,0.26,12900,15000,single
1981,0.3,15000,18200,single
1981,0.34,18200,23500,single
1981,0.39,23500,28800,single
1981,0.44,28800,34100,single
1981,0.49,34100,41500,single
1981,0.55,41500,55300,single
1981,0.63,55300,81800,single
1981,0.68,81800,108300,single
1981,0.7,108300,,single
1980,0,0,2300,headOfHousehold
1980,0.14,2300,4400,headOfHousehold
1980,0.16,4400,6500,headOfHousehold
1980,0.18,6500,8700,headOfHousehold
1980,0.22,8700,11800,headOfHousehold
1980,0.24,11800,15000,headOfHousehold
1980,0.26,15000,18200,headOfHousehold
1980,0.31,18200,23500,headOfHousehold
1980,0.36,23500,28800,headOfHousehold
1980,0.42,28800,34100,headOfHousehold
1980,0.46,34100,44700,headOfHousehold
1980,0.54,44700,60600,headOfHousehold
1980,0.59,60600,81800,headOfHousehold
1980,0.63,81800,108300,headOfHousehold
1980,0.68,108300,161300,headOfHousehold
1980,0.7,161300,,headOfHousehold
1980,0,0,3400,marriedFilingJointly
1980,0.14,3400,5500,marriedFilingJointly
1980,0.16,5500,7600,marriedFilingJointly
1980,0.18,7600,11900,marriedFilingJointly
1980,0.21,11900,16000,marriedFilingJointly
1980,0.24,16000,20200,marriedFilingJointly
1980,0.28,20200,24600,marriedFilingJointly
1980,0.32,24600,29900,marriedFilingJointly
1980,0.37,29900,35200,marriedFilingJointly
1980,0.43,35200,45800,marriedFilingJointly
1980,0.49,45800,60000,marriedFilingJointly
1980,0.54,60000,85600,marriedFilingJointly
1980,0.59,85600,109400,marriedFilingJointly
1980,0.64,109400,162400,marriedFilingJointly
1980,0.68,162400,215400,marriedFilingJointly
1980,0.7,215400,,marriedFilingJointly
1980,0,0,1700,marriedFilingSeparately
1980,0.14,1700,2750,marriedFilingSeparately
1980,0.16,2750,3800,marriedFilingSeparately
1980,0.18,3800,5950,marriedFilingSeparately
1980,0.21,5950,8000,marriedFilingSeparately
1980,0.24,8000,10100,marriedFilingSeparately
1980,0.28,10100,12300,marriedFilingSeparately
1980,0.32,12300,14950,marriedFilingSeparately
1980,0.37,14950,17600,marriedFilingSeparately
1980,0.43,17600,22900,marriedFilingSeparately
1980,0.49,22900,30000,marriedFilingSeparately
1980,0.54,30000,42800,marriedFilingSeparately
1980,0.59,42800,54700,marriedFilingSeparately
1980,0.64,54700,81200,marriedFilingSeparately
1980,0.68,81200,107700,marriedFilingSeparately
1980,0.7,107700,,marriedFilingSeparately
1980,0,0,2300,single
1980,0.14,2300,3400,single
1980,0.16,3400,4400,single
1980,0.18,4400,6500,single
1980,0.19,6500,8500,single
1980,0.21,8500,10800,single
1980,0.24,10800,12900,single
1980,0.26,12900,15000,single
1980,0.3,15000,18200,single
1980,0.34,18200,23500,single
1980,0.39,23500,28800,single
1980,0.44,28800,34100,single
1980,0.49,34100,41500,single
1980,0.55,41500,55300,single
1980,0.63,55300,81800,single
1980,0.68,81800,108300,single
1980,0.7,108300,,single
1979,0,0,2300,headOfHousehold
1979,0.14,2300,4400,headOfHousehold
1979,0.16,4400,6500,headOfHousehold
1979,0.18,6500,8700,headOfHousehold
1979,0.22,8700,11800,headOfHousehold
1979,0.24,11800,15000,headOfHousehold
1979,0.26,15000,18200,headOfHousehold
1979,0.31,18200,23500,headOfHousehold
1979,0.36,23500,28800,headOfHousehold
1979,0.42,28800,34100,headOfHousehold
1979,0.46,34100,44700,headOfHousehold
1979,0.54,44700,60600,headOfHousehold
1979,0.59,60600,81800,headOfHousehold
1979,0.63,81800,108300,headOfHousehold
1979,0.68,108300,161300,headOfHousehold
1979,0.7,161300,,headOfHousehold
1979,0,0,3400,marriedFilingJointly
1979,0.14,3400,5500,marriedFilingJointly
1979,0.16,5500,7600,marriedFilingJointly
1979,0.18,7600,11900,marriedFilingJointly
1979,0.21,11900,16000,marriedFilingJointly
1979,0.24,16000,20200,marriedFilingJointly
1979,0.28,20200,24600,marriedFilingJointly
1979,0.32,24600,29900,marriedFilingJointly
1979,0.37,29900,35200,marriedFilingJointly
1979,0.43,35200,45800,marriedFilingJointly
1979,0.49,45800,60000,marriedFilingJointly
1979,0.54,60000,85600,marriedFilingJointly
1979,0.59,85600,109400,marriedFilingJointly
1979,0.64,109400,162400,marriedFilingJointly
1979,0.68,162400,215400,marriedFilingJointly
1979,0.7,215400,,marriedFilingJointly
1979,0,0,1700,marriedFilingSeparately
1979,0.14,1700,2750,marriedFilingSeparately
1979,0.16,2750,3800,marriedFilingSeparately
1979,0.18,3800,5950,marriedFilingSeparately
1979,0.21,5950,8000,marriedFilingSeparately
1979,0.24,8000,10100,marriedFilingSeparately
1979,0.28,10100,12300,marriedFilingSeparately
1979,0.32,12300,14950,marriedFilingSeparately
1979,0.37,14950,17600,marriedFilingSeparately
1979,0.43,17600,22900,marriedFilingSeparately
1979,0.49,22900,30000,marriedFilingSeparately
1979,0.54,30000,42800,marriedFilingSeparately
1979,0.59,42800,54700,marriedFilingSeparately
1979,0.64,54700,81200,marriedFilingSeparately
1979,0.68,81200,107700,marriedFilingSeparately
1979,0.7,107700,,marriedFilingSeparately
1979,0,0,2300,single
1979,0.14,2300,3400,single
1979,0.16,3400,4400,single
1979,0.18,4400,6500,single
1979,0.19,6500,8500,single
1979,0.21,8500,10800,single
1979,0.24,10800,12900,single
1979,0.26,12900,15000,single
1979,0.3,15000,18200,single
